ip_origem,tentativas_total,falhas,usuarios_distintos,intervalo_medio_seg,fracao_noturna,usuarios_inexistentes,sucesso_apos_falhas,portas_distintas,label
10.233.24.33,20,0,3,4895.9,0.951,0,0,1,benigno
10.180.35.79,7,0,3,8281.8,0.054,0,0,1,benigno
10.102.22.30,10,0,1,5944.0,0.838,1,1,1,benigno
10.153.225.116,6,0,3,3553.8,0.092,0,0,1,benigno
10.117.117.221,4,1,2,4453.1,0.251,0,0,1,benigno
10.215.77.74,227,207,30,1.4,0.55,13,0,1,brute_force
10.126.128.206,188,164,30,3.7,0.775,10,0,2,brute_force
10.250.185.54,177,167,33,1.2,0.762,17,1,1,brute_force
10.174.69.95,8,0,1,7194.6,0.041,0,0,1,benigno
10.43.135.203,7,1,1,3053.5,0.03,0,0,1,benigno
10.148.95.198,7,1,1,1769.1,0.063,0,0,1,benigno
10.9.176.31,210,206,27,6.0,0.455,11,0,1,brute_force
10.7.6.116,204,196,33,1.3,0.412,10,0,1,brute_force
10.129.197.68,5,1,1,1926.9,0.23,0,0,1,benigno
10.1.138.4,205,181,26,4.3,0.642,15,0,1,brute_force
10.227.166.7,6,0,1,3283.1,0.026,0,0,1,benigno
10.69.216.230,10,0,1,4167.7,0.06,0,1,1,benigno
10.65.178.143,154,1,1,725.9,0.208,0,0,1,benigno
10.187.29.34,9,8,2,1842.2,0.354,3,0,1,brute_force
10.28.116.240,9,6,4,2287.0,0.096,2,0,1,brute_force
10.107.9.213,9,1,2,3329.2,0.433,1,0,1,benigno
10.153.122.30,145,2,1,649.9,0.283,0,0,2,benigno
10.235.167.185,8,0,3,1360.8,0.333,0,1,1,benigno
10.54.182.58,4,2,3,2514.6,0.514,0,0,1,benigno
10.108.232.11,12,1,2,995.4,0.048,0,0,2,benigno
10.209.218.239,8,0,1,2584.5,0.542,0,0,1,benigno
10.162.239.197,184,177,30,3.4,0.488,19,0,1,brute_force
10.118.168.244,6,0,2,2207.7,0.385,0,0,1,benigno
10.146.38.153,10,8,2,1653.1,0.131,1,0,2,benigno
10.138.192.197,6,2,2,2776.4,0.267,0,0,2,benigno
10.117.69.30,7,1,2,4863.2,0.004,0,1,1,benigno
10.82.131.93,7,0,1,4841.6,0.163,0,0,1,benigno
10.223.249.226,5,2,3,2774.9,0.196,0,0,1,benigno
10.46.144.134,6,1,1,4556.3,0.202,0,1,1,benigno
10.23.167.65,4,1,1,4494.1,0.098,0,0,1,benigno
10.185.111.121,196,181,23,2.9,0.762,12,0,3,brute_force
10.6.8.66,10,1,3,3636.6,0.483,0,0,2,benigno
10.241.215.139,4,1,1,3944.7,0.049,0,0,1,benigno
10.33.65.236,12,10,2,5810.7,0.383,0,1,1,benigno
10.18.175.66,4,0,3,4169.0,0.094,0,0,1,benigno
10.180.243.65,7,0,2,4599.7,0.158,0,0,2,benigno
10.50.250.29,6,1,1,4965.3,0.2,0,0,1,benigno
10.124.149.145,7,2,1,1178.6,0.018,0,0,1,benigno
10.233.118.215,14,11,8,3845.9,0.355,2,0,1,brute_force
10.253.229.34,198,186,30,15.7,0.692,8,0,1,brute_force
10.68.69.129,8,0,1,1171.9,0.044,0,0,1,benigno
10.119.171.15,7,2,2,2936.3,0.238,0,1,1,benigno
10.216.254.76,8,1,1,1361.7,0.005,0,0,1,benigno
10.36.221.22,6,1,1,5172.3,0.02,0,0,1,benigno
10.65.44.196,6,0,2,5540.6,0.098,0,0,2,benigno
10.6.184.197,9,1,3,6149.9,0.053,0,0,1,benigno
10.239.175.33,6,3,2,5540.5,0.18,0,1,1,benigno
10.16.14.202,7,1,1,1479.5,0.116,0,1,1,benigno
10.88.214.14,6,3,2,3511.0,0.005,0,1,2,benigno
10.94.55.157,11,1,2,4719.2,0.283,0,0,1,benigno
10.34.70.178,203,192,26,0.6,0.451,15,0,1,brute_force
10.250.55.224,9,0,2,4575.6,0.059,0,1,1,benigno
10.168.115.189,4,1,2,4810.4,0.014,0,0,1,benigno
10.111.91.43,182,170,38,0.9,0.688,10,0,1,brute_force
10.191.142.126,6,1,1,5952.4,0.105,1,0,1,benigno
10.109.37.166,12,9,3,7689.4,0.341,0,0,1,benigno
10.178.36.98,5,0,1,3021.5,0.183,0,0,1,benigno
10.89.212.164,3,1,1,2387.0,0.063,0,0,2,benigno
10.142.126.198,9,1,2,4280.6,0.07,0,0,1,benigno
10.67.67.207,9,1,3,4232.9,0.323,0,1,2,benigno
10.140.112.227,5,1,2,4157.0,0.048,0,1,1,benigno
10.107.76.154,208,197,28,6.7,0.529,11,0,1,brute_force
10.36.8.241,219,203,35,0.6,0.538,11,1,1,brute_force
10.61.3.53,12,1,2,3799.7,0.279,0,0,1,benigno
10.178.66.229,6,0,1,2744.6,0.021,0,0,2,benigno
10.51.60.86,6,1,2,5453.6,0.061,0,1,1,benigno
10.20.91.226,10,9,6,3414.4,0.638,2,0,1,brute_force
10.64.244.196,209,178,32,2.9,0.822,17,0,1,brute_force
10.218.113.210,4,2,1,8327.8,0.074,0,0,1,benigno
10.22.44.183,7,0,1,2283.1,0.104,0,0,1,benigno
10.166.26.96,20,0,2,4007.5,0.913,0,0,1,benigno
10.198.125.70,7,3,3,4680.5,0.028,0,0,1,benigno
10.212.132.118,215,192,25,1.5,0.771,17,0,3,brute_force
10.159.73.117,8,0,1,3524.3,0.08,0,0,1,benigno
10.59.246.144,10,2,1,2642.0,0.117,0,0,2,benigno
10.196.7.52,7,0,1,2995.7,0.083,0,0,1,benigno
10.29.118.218,4,0,1,4153.4,0.175,0,0,1,benigno
10.15.169.144,6,0,2,3760.7,0.329,0,1,1,benigno
10.92.60.33,2,1,1,1562.2,0.332,0,1,1,benigno
10.9.195.236,12,1,1,1663.4,0.747,0,0,1,benigno
10.160.157.156,9,0,1,2396.3,0.114,0,0,1,benigno
10.120.15.177,7,0,1,1582.9,0.299,0,1,1,benigno
10.45.104.185,13,1,2,1333.5,0.086,0,1,1,benigno
10.42.83.237,5,0,1,3110.3,0.12,0,0,1,benigno
10.23.16.186,10,1,1,4681.6,0.046,0,1,1,benigno
10.195.7.119,8,1,3,2514.6,0.244,0,1,2,benigno
10.150.50.106,4,1,3,2134.1,0.042,0,1,2,benigno
10.137.213.14,5,0,2,3324.5,0.251,0,0,1,benigno
10.67.50.11,6,1,1,1035.8,0.077,0,0,2,benigno
10.90.0.84,9,0,2,3157.7,0.293,0,0,1,benigno
10.58.20.53,7,0,3,2613.5,0.255,0,0,2,benigno
10.76.131.153,12,1,2,3412.0,0.351,0,0,1,benigno
10.199.203.90,9,0,1,4002.6,0.085,0,1,2,benigno
10.195.227.248,5,0,2,3795.4,0.172,0,0,1,benigno
10.71.180.247,10,0,1,1391.8,0.075,0,0,1,benigno
10.117.184.253,6,0,3,1928.0,0.033,0,0,1,benigno
10.151.239.78,9,1,3,3662.1,0.071,0,0,1,benigno
10.169.66.90,11,1,2,3426.8,0.046,0,0,2,benigno
10.148.24.84,8,0,1,3065.1,0.842,0,1,1,benigno
10.209.218.213,7,1,3,944.0,0.081,0,0,1,benigno
10.132.125.91,147,1,1,564.2,0.145,0,0,1,benigno
10.113.182.166,196,189,24,1.7,0.802,9,0,3,brute_force
10.28.254.33,7,0,3,2177.3,0.009,0,1,1,benigno
10.221.161.202,207,197,28,4.3,0.471,10,0,1,brute_force
10.156.24.138,9,2,2,3085.1,0.087,0,1,1,benigno
10.187.188.73,12,11,7,2366.0,0.694,2,0,1,brute_force
10.95.193.196,6,1,1,2609.5,0.407,0,0,1,benigno
10.130.231.11,5,1,1,1946.1,0.285,0,0,1,benigno
10.147.240.234,5,0,2,4661.8,0.184,0,0,1,benigno
10.100.171.21,4,0,2,1569.3,0.274,0,1,1,benigno
10.247.147.32,8,0,1,1736.9,0.102,0,0,1,benigno
10.231.239.210,8,0,1,2098.7,0.062,0,0,1,benigno
10.182.163.9,7,1,1,3216.3,0.11,0,0,1,benigno
10.188.27.100,5,2,2,5260.6,0.038,0,0,1,benigno
10.183.53.10,6,1,3,3666.9,0.099,0,1,1,benigno
10.190.103.224,5,1,2,3975.6,0.257,0,0,1,benigno
10.163.123.159,8,0,1,4207.5,0.293,0,0,1,benigno
10.212.253.4,4,2,2,3640.6,0.126,0,1,2,benigno
10.9.129.167,10,1,3,3774.9,0.353,0,0,1,benigno
10.238.2.151,9,0,3,3060.5,0.134,0,1,1,benigno
10.195.247.126,205,188,29,1.1,0.532,13,1,1,brute_force
10.145.136.134,3,1,1,3656.3,0.063,0,0,2,benigno
10.103.15.245,202,180,32,0.9,0.791,13,1,1,brute_force
10.48.125.1,5,0,1,7960.8,0.593,0,0,2,benigno
10.171.182.233,8,1,3,1367.2,0.167,0,0,1,benigno
10.14.167.191,5,0,1,2398.8,0.335,0,1,1,benigno
10.58.29.55,13,1,1,5248.9,0.023,0,0,1,benigno
10.137.202.21,207,201,20,0.6,0.638,11,0,3,brute_force
10.123.94.94,7,0,1,2552.8,0.249,0,0,2,benigno
10.203.243.76,198,189,25,1.9,0.492,13,0,2,brute_force
10.71.136.164,6,0,3,3443.0,0.089,0,1,1,benigno
10.118.210.24,213,206,28,4.0,0.618,18,0,1,brute_force
10.12.87.115,10,2,1,4973.3,0.377,0,0,2,benigno
10.49.11.221,9,0,2,5328.5,0.142,0,1,1,benigno
10.132.171.83,5,0,2,4759.7,0.577,0,0,1,benigno
10.68.86.218,4,0,1,3740.7,0.076,0,0,2,benigno
10.37.212.231,14,11,2,3599.9,0.138,0,0,1,benigno
10.192.115.199,188,161,27,3.5,0.476,8,0,1,brute_force
10.95.214.40,6,0,1,6058.0,0.447,0,1,1,benigno
10.208.63.47,199,186,28,0.4,0.849,19,0,2,brute_force
10.182.102.57,7,0,1,11124.8,0.04,0,0,1,benigno
10.75.107.154,172,170,24,0.7,0.676,13,0,1,brute_force
10.119.119.126,15,0,3,3677.9,0.743,0,0,2,benigno
10.52.25.23,9,1,1,4323.3,0.328,0,0,1,benigno
10.124.65.205,169,1,1,329.9,0.157,0,0,1,benigno
10.57.6.130,5,0,1,2570.9,0.341,0,1,1,benigno
10.161.113.143,147,1,1,557.1,0.004,0,1,1,benigno
10.61.44.61,17,0,2,4083.2,0.912,0,1,1,benigno
10.91.57.209,9,0,2,3169.0,0.087,0,0,1,benigno
10.246.115.93,6,1,1,3012.7,0.323,0,0,1,benigno
10.179.177.124,8,1,2,1438.8,0.371,0,0,1,benigno
10.9.193.90,5,2,2,2490.9,0.236,0,1,1,benigno
10.173.73.95,7,0,2,3480.3,0.172,0,0,2,benigno
10.152.161.200,5,2,2,3638.3,0.338,0,0,1,benigno
10.54.125.211,7,1,1,4058.5,0.23,0,0,1,benigno
10.195.19.152,6,1,3,2622.4,0.425,0,1,1,benigno
10.202.140.251,6,0,1,8130.7,0.089,0,1,1,benigno
10.131.59.245,6,0,1,6195.3,0.169,0,1,1,benigno
10.246.151.184,6,1,3,1613.3,0.012,0,0,1,benigno
10.38.182.142,6,0,1,3040.8,0.293,0,1,1,benigno
10.100.74.16,5,0,1,3876.7,0.033,0,0,1,benigno
10.173.109.45,184,174,23,8.6,0.673,10,0,3,brute_force
10.253.145.250,6,0,1,3955.8,0.049,0,0,2,benigno
10.31.26.45,7,6,9,6285.2,0.576,0,0,1,brute_force
10.18.14.100,199,175,28,2.3,0.719,18,0,2,brute_force
10.64.68.206,10,0,1,4107.6,0.755,0,0,1,benigno
10.90.74.154,8,0,2,4352.1,0.476,0,1,1,benigno
10.160.91.128,8,1,2,1525.8,0.142,0,1,1,benigno
10.56.206.34,12,11,2,877.1,0.004,1,0,1,benigno
10.239.204.233,7,1,1,10460.9,0.118,0,0,1,benigno
10.40.74.160,13,2,1,3663.1,0.17,0,0,1,benigno
10.74.117.250,8,0,1,3618.0,0.269,0,0,1,benigno
10.106.155.82,4,2,2,7337.0,0.011,0,1,1,benigno
10.186.78.250,10,1,2,418.4,0.031,0,0,1,benigno
10.216.5.60,10,1,1,4794.5,0.23,0,0,1,benigno
10.158.247.243,6,1,1,4108.6,0.23,0,0,1,benigno
10.103.173.7,9,8,8,731.5,0.738,2,0,1,brute_force
10.37.160.230,3,0,3,6423.0,0.008,0,0,1,benigno
10.237.193.76,9,0,2,2139.1,0.544,0,0,1,benigno
10.46.11.226,4,0,1,4817.3,0.241,0,1,1,benigno
10.183.240.74,8,0,1,2218.1,0.032,0,0,1,benigno
10.106.110.185,4,0,2,2585.8,0.038,0,1,1,benigno
10.42.245.128,10,2,1,3558.4,0.188,0,0,1,benigno
10.30.249.246,12,1,3,9524.8,0.473,0,1,2,benigno
10.243.235.176,5,0,1,2994.9,0.032,0,1,1,benigno
10.15.17.60,174,149,32,2.6,0.66,9,0,1,brute_force
10.157.63.50,4,0,2,5766.9,0.041,0,0,1,benigno
10.96.222.65,175,154,28,1.1,0.389,12,0,1,brute_force
10.94.210.10,9,0,2,2252.8,0.252,0,0,1,benigno
10.164.163.3,155,1,1,443.0,0.172,0,0,1,benigno
10.224.103.102,9,0,1,3918.6,0.053,0,0,1,benigno
10.35.23.207,6,0,1,5081.9,0.089,0,1,1,benigno
10.142.55.17,187,161,30,1.7,0.886,17,0,1,brute_force
10.62.37.235,10,1,2,3907.3,0.118,0,0,1,benigno
10.29.14.38,15,13,3,2754.9,0.01,1,1,2,benigno
10.247.119.182,7,1,1,4631.5,0.329,0,0,2,benigno
10.185.244.57,6,2,1,4950.9,0.148,0,0,1,benigno
10.17.99.42,3,1,3,5718.7,0.117,0,0,1,benigno
10.57.128.43,4,1,2,842.7,0.079,0,0,1,benigno
10.144.231.64,7,0,3,3598.1,0.438,0,0,1,benigno
10.110.164.248,5,0,1,2303.6,0.412,0,0,1,benigno
10.33.250.58,7,1,1,2923.4,0.296,0,0,1,benigno
10.76.54.66,5,0,1,1597.1,0.204,0,0,1,benigno
10.145.38.217,11,0,1,1938.4,0.126,0,0,1,benigno
10.2.110.185,10,7,2,4247.6,0.054,0,0,1,benigno
10.157.10.191,17,13,1,5004.0,0.021,0,0,1,benigno
10.166.14.135,8,1,2,4978.4,0.068,0,1,2,benigno
10.155.59.11,7,1,3,4615.8,0.07,0,1,1,benigno
10.251.223.64,7,0,1,1983.8,0.005,0,0,1,benigno
10.160.187.151,192,169,21,7.5,0.547,10,0,1,brute_force
10.84.180.212,6,0,1,4266.3,0.104,0,1,1,benigno
10.188.11.26,13,2,2,7646.0,0.329,0,0,1,benigno
10.242.112.221,8,0,2,4027.6,0.325,0,0,1,benigno
10.200.54.250,12,1,3,2873.1,0.017,0,0,1,benigno
10.12.121.190,4,1,1,3196.0,0.054,0,1,1,benigno
10.139.242.187,5,0,3,3738.3,0.079,0,0,1,benigno
10.120.87.246,5,1,2,4350.6,0.046,0,0,1,benigno
10.235.61.75,3,0,2,4497.2,0.109,0,0,1,benigno
10.157.24.155,160,0,1,467.8,0.323,0,1,1,benigno
10.238.191.101,12,1,1,2735.5,0.654,0,0,1,benigno
10.96.17.128,8,2,3,5253.0,0.197,0,1,1,benigno
10.72.158.192,5,1,3,1935.6,0.37,1,0,1,benigno
10.170.45.200,10,1,2,5607.4,0.158,0,1,1,benigno
10.60.234.217,9,6,6,3973.8,0.58,3,0,1,brute_force
10.183.198.130,13,1,1,1397.7,0.154,0,0,1,benigno
10.254.90.87,14,12,5,1298.5,0.526,2,0,1,brute_force
10.55.52.97,229,204,23,2.1,0.454,14,0,1,brute_force
10.221.86.69,8,0,3,4767.6,0.168,0,0,1,benigno
10.180.85.191,7,5,6,2091.0,0.821,2,0,1,brute_force
10.247.101.195,10,2,2,8305.5,0.346,0,0,2,benigno
10.222.57.118,12,8,3,1748.6,0.126,1,0,1,brute_force
10.214.66.95,208,187,28,3.4,0.324,13,0,3,brute_force
10.243.35.177,10,0,3,7969.0,0.117,0,1,1,benigno
10.19.161.10,4,2,2,4478.4,0.371,0,0,1,benigno
10.97.128.53,5,1,2,727.8,0.492,0,0,1,benigno
10.10.37.210,7,1,2,2383.7,0.008,0,0,1,benigno
10.116.226.212,5,2,1,4501.7,0.286,0,0,1,benigno
10.144.199.13,2,1,1,1730.7,0.062,0,0,1,benigno
10.23.96.209,7,0,2,6507.8,0.127,0,0,1,benigno
10.174.196.2,2,2,3,3323.8,0.098,0,0,1,benigno
10.17.130.210,9,0,3,4118.9,0.477,0,0,1,benigno
10.78.145.74,5,0,1,3983.3,0.035,0,0,2,benigno
10.224.151.253,2,0,1,1455.2,0.077,0,0,1,benigno
10.95.253.84,5,1,1,6576.5,0.152,0,0,2,benigno
10.84.45.183,185,169,28,3.7,0.897,14,0,1,brute_force
10.247.100.105,7,0,2,3472.2,0.207,0,0,1,benigno
10.79.253.198,7,1,1,7662.8,0.191,0,1,1,benigno
10.51.112.74,9,1,1,1487.7,0.044,0,1,1,benigno
10.68.50.2,4,1,1,4539.0,0.02,1,0,1,benigno
10.81.64.4,3,2,3,3198.5,0.052,0,1,2,benigno
10.123.76.14,6,0,3,3048.2,0.094,0,0,1,benigno
10.118.76.35,8,1,3,2765.3,0.352,0,0,2,benigno
10.131.132.206,7,0,1,2231.6,0.12,0,0,1,benigno
10.52.185.35,207,189,29,0.5,0.839,12,0,1,brute_force
10.132.39.22,9,0,3,3905.6,0.105,0,0,1,benigno
10.156.208.26,4,1,1,1863.5,0.273,0,0,1,benigno
10.146.105.81,6,1,1,5879.9,0.165,0,0,1,benigno
10.72.7.252,6,0,1,3822.2,0.039,0,0,1,benigno
10.145.75.216,6,0,1,2421.8,0.05,0,0,1,benigno
10.158.25.21,5,0,1,1866.3,0.401,0,0,2,benigno
10.203.53.124,8,1,1,4473.9,0.302,0,1,1,benigno
10.94.28.81,11,1,2,2205.4,0.051,0,0,1,benigno
10.200.148.247,12,1,2,4332.9,0.071,0,0,1,benigno
10.236.93.38,10,0,1,3101.5,0.235,0,0,1,benigno
10.38.238.20,8,0,1,1638.3,0.706,0,1,1,benigno
10.210.48.44,9,1,3,1379.3,0.159,0,1,1,benigno
10.208.129.188,13,12,5,2474.9,0.709,2,0,1,brute_force
10.1.108.245,7,2,1,3537.7,0.026,0,0,2,benigno
10.211.61.108,4,2,1,1720.5,0.308,0,1,2,benigno
10.144.68.3,11,1,1,2533.6,0.125,1,1,1,benigno
10.207.72.103,9,1,2,3989.9,0.275,0,0,2,benigno
10.146.169.157,151,1,1,716.9,0.065,0,0,1,benigno
10.232.64.12,10,1,1,3580.7,0.142,0,1,1,benigno
10.209.153.166,3,1,1,4653.6,0.219,1,0,1,benigno
10.16.133.88,2,1,2,939.2,0.181,0,0,1,benigno
10.68.43.166,7,1,2,3458.1,0.095,0,0,1,benigno
10.215.92.223,5,1,3,3969.8,0.135,0,0,1,benigno
10.116.94.93,11,0,3,1121.6,0.258,0,1,1,benigno
10.217.97.70,5,1,2,4612.2,0.127,0,0,1,benigno
10.19.204.59,5,0,2,4408.1,0.194,0,0,1,benigno
10.122.124.63,203,173,34,0.5,0.276,16,0,2,brute_force
10.92.183.146,7,3,1,9487.1,0.173,0,0,1,benigno
10.148.7.151,7,2,2,4358.9,0.508,0,0,1,benigno
10.212.76.138,7,2,3,4136.6,0.227,0,0,1,benigno
10.75.33.135,3,0,2,4762.4,0.039,0,0,1,benigno
10.71.142.242,2,1,3,1942.4,0.075,0,0,1,benigno
10.148.77.219,7,0,3,5429.6,0.003,0,0,1,benigno
10.184.79.67,199,177,33,3.3,0.216,9,0,3,brute_force
10.206.100.5,9,0,1,3471.3,0.121,0,0,1,benigno
10.238.235.40,14,13,3,1468.9,0.051,0,1,1,benigno
10.197.213.121,179,170,27,1.6,0.58,8,0,1,brute_force
10.136.122.104,6,0,2,5766.8,0.305,0,0,1,benigno
10.200.26.210,7,1,1,2377.0,0.148,0,1,1,benigno
10.242.154.35,6,2,1,2495.9,0.157,0,0,1,benigno
10.216.80.134,189,173,35,4.3,0.667,13,0,1,brute_force
10.218.160.131,7,1,2,2662.9,0.021,0,1,1,benigno
10.206.127.128,14,12,5,2815.9,0.558,2,1,1,brute_force
10.137.211.130,6,1,1,4825.8,0.282,0,0,1,benigno
10.185.254.143,5,0,1,3407.4,0.049,0,1,1,benigno
10.225.193.91,5,0,1,6696.0,0.108,0,1,1,benigno
10.17.161.23,5,1,1,4932.1,0.117,0,0,1,benigno
10.26.235.167,6,1,3,2804.7,0.276,0,0,1,benigno
10.136.229.135,8,0,3,1754.9,0.158,0,0,1,benigno
10.153.2.147,13,12,2,2624.9,0.223,0,0,1,benigno
10.148.94.45,8,0,1,1864.3,0.128,1,0,2,benigno
10.151.114.7,14,1,1,4899.9,0.526,0,0,1,benigno
10.188.77.17,10,1,1,2203.2,0.322,0,0,1,benigno
10.143.23.54,9,1,2,3371.4,0.029,0,0,1,benigno
10.54.146.159,208,182,32,4.1,0.71,13,0,3,brute_force
10.223.207.12,8,1,1,3976.8,0.308,0,0,1,benigno
10.64.64.251,10,8,2,4123.4,0.047,0,0,1,benigno
10.65.60.12,9,8,1,5437.2,0.436,0,0,1,benigno
10.113.154.25,4,1,1,3500.3,0.226,0,0,1,benigno
10.203.51.196,14,1,2,3366.5,0.012,0,0,1,benigno
10.108.76.52,4,1,1,2264.8,0.17,0,1,1,benigno
10.245.223.230,7,2,1,3332.1,0.02,0,0,1,benigno
10.189.62.151,10,1,2,6221.0,0.328,0,0,1,benigno
10.35.235.242,7,2,1,5472.4,0.113,0,0,1,benigno
10.224.90.204,217,212,25,1.2,0.625,8,0,1,brute_force
10.106.83.148,9,1,2,4267.2,0.495,0,1,1,benigno
10.147.198.112,7,0,2,1978.1,0.226,0,0,2,benigno
10.251.253.101,145,3,1,590.4,0.092,0,0,1,benigno
10.63.208.52,147,2,1,738.0,0.033,0,0,1,benigno
10.180.134.112,191,181,30,1.2,0.602,12,0,1,brute_force
10.159.235.76,6,0,2,2445.5,0.407,0,0,1,benigno
10.7.236.159,4,1,2,3366.5,0.31,0,0,1,benigno
10.143.16.202,7,3,2,5044.4,0.011,0,0,1,benigno
10.234.165.247,6,2,1,2865.0,0.179,0,0,1,benigno
10.208.224.198,8,1,1,2205.6,0.11,0,0,2,benigno
10.213.48.8,5,1,3,3230.3,0.099,0,0,1,benigno
10.103.88.228,8,0,1,5306.4,0.048,0,0,2,benigno
10.157.145.90,8,0,3,3923.2,0.145,0,1,2,benigno
10.34.105.188,154,0,1,655.5,0.239,0,0,1,benigno
10.28.38.219,5,2,1,3979.0,0.011,0,0,2,benigno
10.58.114.83,5,2,1,764.4,0.26,0,0,1,benigno
10.223.43.239,4,0,1,1969.8,0.149,0,0,1,benigno
10.137.26.148,11,9,4,2564.7,0.461,1,1,1,brute_force
10.77.242.127,3,0,2,3685.8,0.044,0,0,1,benigno
10.116.94.128,4,1,3,2596.3,0.03,0,1,1,benigno
10.206.20.39,6,0,1,1238.2,0.026,0,0,2,benigno
10.17.187.35,11,1,3,2201.4,0.537,0,0,1,benigno
10.167.157.86,7,1,1,3652.6,0.035,0,0,1,benigno
10.32.208.161,8,0,2,1381.7,0.083,0,1,1,benigno
10.116.223.108,6,0,2,1671.4,0.084,0,0,2,benigno
10.7.158.134,11,2,1,2604.7,0.219,0,0,1,benigno
10.181.57.135,6,2,3,2203.3,0.446,1,0,1,benigno
10.166.114.65,6,2,3,7654.5,0.192,0,1,1,benigno
10.213.153.14,5,1,1,6590.1,0.022,0,1,1,benigno
10.100.190.131,8,1,2,2602.0,0.27,0,0,1,benigno
10.218.119.103,221,194,32,3.5,0.811,15,0,1,brute_force
10.2.55.13,5,1,2,2395.0,0.077,0,1,1,benigno
10.114.49.13,10,1,2,2396.4,0.3,0,0,1,benigno
10.205.239.34,8,0,1,4943.4,0.227,0,0,1,benigno
10.18.230.218,8,0,1,2108.8,0.268,0,0,1,benigno
10.47.196.66,6,1,1,5373.2,0.036,0,0,2,benigno
10.222.172.236,8,0,3,5126.8,0.023,0,0,1,benigno
10.231.248.127,5,1,2,1445.0,0.224,0,1,2,benigno
10.171.254.2,180,164,25,4.9,0.541,14,0,1,brute_force
10.205.121.61,20,0,1,5001.4,0.536,0,0,1,benigno
10.1.32.102,6,1,1,2862.0,0.245,0,0,1,benigno
10.79.20.24,19,0,2,4240.1,0.814,0,0,1,benigno
10.27.171.20,6,1,1,1289.3,0.172,0,0,1,benigno
10.68.135.4,186,176,24,2.5,0.495,7,0,3,brute_force
10.11.4.160,7,0,3,889.3,0.273,0,0,1,benigno
10.134.25.52,7,0,1,1856.8,0.03,0,1,1,benigno
10.18.221.76,12,0,2,3240.7,0.117,0,0,1,benigno
10.124.90.169,10,2,1,1050.6,0.04,0,0,1,benigno
10.125.83.121,8,3,3,1754.7,0.411,0,0,1,benigno
10.20.176.106,196,168,27,1.4,0.689,11,0,2,brute_force
10.51.79.161,19,15,2,4234.2,0.25,0,0,2,benigno
10.82.145.187,6,0,2,1207.9,0.153,0,0,1,benigno
10.204.181.60,210,179,23,0.9,0.812,13,0,2,brute_force
10.193.37.53,9,0,3,1399.2,0.133,0,1,1,benigno
10.134.99.55,4,0,2,2416.5,0.128,0,1,1,benigno
10.26.207.96,5,1,2,4578.1,0.035,0,0,1,benigno
10.224.32.1,200,177,39,1.4,0.463,8,0,1,brute_force
10.162.7.214,6,1,3,1256.8,0.088,0,0,2,benigno
10.209.249.251,8,1,2,5740.5,0.18,0,1,1,benigno
10.49.138.48,6,0,2,2736.5,0.275,0,0,1,benigno
10.134.47.19,7,0,2,6410.4,0.137,0,0,1,benigno
10.15.90.217,7,1,1,5090.7,0.211,0,0,2,benigno
10.155.72.138,6,1,2,3289.6,0.397,0,0,1,benigno
10.205.242.92,4,0,1,2945.8,0.078,0,0,1,benigno
10.17.93.164,4,1,1,6818.3,0.036,0,0,1,benigno
10.72.202.103,228,197,27,2.0,0.514,18,0,1,brute_force
10.89.202.24,3,1,1,5073.7,0.385,0,0,1,benigno
10.243.230.32,9,0,1,3601.7,0.457,0,0,1,benigno
10.188.253.109,200,173,27,4.3,0.556,17,0,1,brute_force
10.222.96.42,8,1,1,5078.7,0.324,0,1,2,benigno
10.39.101.21,6,0,1,10524.9,0.199,0,1,1,benigno
10.67.103.194,8,1,1,2506.6,0.175,0,1,1,benigno
10.25.125.204,11,8,8,2544.0,0.524,1,0,1,brute_force
10.102.242.235,2,0,2,4316.6,0.03,0,1,1,benigno
10.101.204.95,208,185,28,1.8,0.543,11,0,1,brute_force
10.141.119.80,6,1,1,3735.9,0.01,0,0,1,benigno
10.89.39.129,204,178,27,0.9,0.844,9,0,1,brute_force
10.34.7.199,208,189,29,2.3,0.81,15,0,1,brute_force
10.80.130.198,8,1,3,2142.8,0.227,0,0,2,benigno
10.45.221.246,5,1,1,5001.6,0.205,0,0,1,benigno
10.82.155.177,212,195,32,3.2,0.673,13,0,1,brute_force
10.196.119.71,192,176,27,3.1,0.635,9,0,3,brute_force
10.130.239.64,5,1,2,3642.3,0.096,0,0,2,benigno
10.132.17.125,5,2,1,5233.1,0.08,0,1,1,benigno
10.105.65.37,205,180,31,3.7,0.835,11,0,3,brute_force
10.99.67.171,3,1,3,4849.4,0.132,0,1,1,benigno
10.166.36.103,6,0,1,4060.6,0.018,0,0,1,benigno
10.236.43.67,8,3,3,5895.0,0.255,0,0,1,benigno
10.26.136.83,14,11,5,2880.3,0.53,1,0,1,brute_force
10.8.142.58,10,1,2,4030.1,0.289,0,1,1,benigno
10.68.67.205,4,1,1,2137.3,0.012,0,0,2,benigno
10.33.53.218,9,0,1,2794.1,0.321,0,0,1,benigno
10.184.219.29,4,0,2,5756.1,0.103,0,0,1,benigno
10.3.69.181,9,0,1,1758.5,0.06,0,1,1,benigno
10.145.53.24,7,0,2,1352.3,0.025,0,0,1,benigno
10.17.201.95,5,2,2,2066.3,0.285,0,1,2,benigno
10.192.87.165,1,1,2,3166.7,0.205,0,0,1,benigno
10.244.138.199,7,3,2,1917.5,0.046,0,0,1,benigno
